Date,AAPL,AMZN,GOOGL,META,NFLX
2013-02-11,14.672113418579102,12.86050033569336,19.509357452392578,28.1524600982666,25.412857055664062
2013-02-12,14.304341316223145,12.9350004196167,19.46647071838379,27.26584815979004,25.421428680419922
2013-02-13,14.277131080627441,13.47350025177002,19.520328521728516,27.803791046142578,26.610000610351562
2013-02-14,14.26429271697998,13.461999893188477,19.644004821777344,28.391544342041016,26.77142906188965
2013-02-15,14.067723274230957,13.254500389099121,19.770421981811523,28.212230682373047,27.072856903076172
2013-02-19,14.062520027160645,13.487500190734863,20.118507385253906,28.819908142089844,28.064285278320312
2013-02-20,13.721956253051758,13.320500373840332,19.759700775146484,28.35169792175293,26.731428146362305
2013-02-21,13.636666297912598,13.29699993133545,19.83625030517578,27.176191329956055,26.735713958740234
2013-02-22,13.781876564025879,13.270999908447266,19.940475463867188,27.02676010131836,25.694286346435547
2013-02-25,13.536998748779297,12.993499755859375,19.717561721801758,27.166227340698242,25.617143630981445
2013-02-26,13.725624084472656,12.968000411987305,19.70160484313965,27.285770416259766,26.29857063293457
2013-02-27,13.591111183166504,13.162500381469727,19.942222595214844,26.767751693725586,26.33142852783203
2013-02-28,13.494200706481934,13.213500022888184,19.977630615234375,27.146303176879883,26.86857032775879
2013-03-01,13.160056114196777,13.286999702453613,20.102052688598633,27.674285888671875,27.0528564453125
2013-03-04,12.841501235961914,13.655500411987305,20.483802795410156,27.614513397216797,25.887142181396484
2013-03-05,13.180536270141602,13.779500007629395,20.910186767578125,27.4152774810791,25.961429595947266
2013-03-06,13.013009071350098,13.689499855041504,20.73015594482422,27.34554100036621,26.134286880493164
2013-03-07,13.163419723510742,13.694000244140625,20.760576248168945,28.471242904663086,25.937143325805664
2013-03-08,13.198270797729492,13.709500312805176,20.7336483001709,27.853601455688477,26.385713577270508
2013-03-11,13.386282920837402,13.562000274658203,20.815933227539062,28.032915115356445,25.7785701751709
2013-03-12,13.097687721252441,13.706500053405762,20.636152267456055,27.724096298217773,26.015714645385742
2013-03-13,13.09524154663086,13.755000114440918,20.57880401611328,26.97694969177246,27.479999542236328
2013-03-14,13.22211742401123,13.286999702453613,20.484798431396484,26.937103271484375,26.90999984741211
2013-03-15,13.5632905960083,13.090999603271484,20.30427360534668,26.548587799072266,26.407142639160156
2013-03-18,13.931983947753906,12.894499778747559,20.141948699951172,26.389192581176758,26.51285743713379
2013-03-19,13.89438247680664,12.820500373840332,20.22996711730957,26.448965072631836,25.90999984741211
2013-03-20,13.82070541381836,12.86400032043457,20.314496994018555,25.761592864990234,26.149999618530273
2013-03-21,13.840574264526367,12.669500350952148,20.228471755981445,25.642047882080078,25.998571395874023
2013-03-22,14.121219635009766,12.887499809265137,20.204782485961914,25.63208770751953,25.899999618530273
2013-03-25,14.172276496887207,12.800999641418457,20.18807601928711,25.03437042236328,25.8271427154541
2013-03-26,14.097681999206543,13.01550006866455,20.25739860534668,25.114065170288086,27.229999542236328
2013-03-27,13.82070541381836,13.265000343322754,20.014034271240234,25.9907169342041,27.177143096923828
2013-03-28,13.532720565795898,13.32450008392334,19.802837371826172,25.4826602935791,27.040000915527344
2013-04-01,13.112361907958984,13.080499649047852,19.977380752563477,25.432849884033203,26.06142807006836
2013-04-02,13.139267921447754,13.166000366210938,20.272855758666992,25.323266983032227,25.24142837524414
2013-04-03,13.206522941589355,12.951499938964844,20.10230255126953,26.15010643005371,24.248571395874023
2013-04-04,13.075984954833984,12.954000473022461,19.824779510498047,26.96698760986328,23.812856674194336
2013-04-05,12.937799453735352,12.77400016784668,19.525066375732422,27.285770416259766,23.522857666015625
2013-04-08,13.029823303222656,12.947500228881836,19.320602416992188,26.747825622558594,23.294286727905273
2013-04-09,13.053362846374512,13.057000160217285,19.39042091369629,26.488813400268555,24.194286346435547
2013-04-10,13.3196382522583,13.238499641418457,19.702850341796875,27.465085983276367,23.724285125732422
2013-04-11,13.27806282043457,13.492500305175781,19.708086013793945,27.913373947143555,24.715713500976562
2013-04-12,13.139572143554688,13.643500328063965,19.699607849121094,27.295730590820312,24.742856979370117
2013-04-15,12.83538818359375,13.38599967956543,19.49713897705078,26.41908073425293,25.21428680419922
2013-04-16,13.030738830566406,13.616999626159668,19.782390594482422,26.81756019592285,25.121429443359375
2013-04-17,12.314144134521484,13.369999885559082,19.512847900390625,26.528663635253906,24.194286346435547
2013-04-18,11.985505104064941,12.970999717712402,19.097686767578125,25.592239379882812,23.402856826782227
2013-04-19,11.93903636932373,13.015999794006348,19.944467544555664,25.63208770751953,23.338571548461914
2013-04-22,12.187887191772461,13.177499771118164,19.950450897216797,25.871171951293945,24.90999984741211
2013-04-23,12.415949821472168,13.444999694824219,20.14469337463379,25.881135940551758,30.998571395874023
2013-04-24,12.395463943481445,13.439000129699707,20.283079147338867,26.01064109802246,30.959999084472656
2013-04-25,12.484732627868652,13.734999656677246,20.174612045288086,26.040525436401367,30.53571319580078
2013-04-26,12.754373550415039,12.740500450134277,19.983116149902344,26.747825622558594,30.792856216430664
2013-04-29,13.1493558883667,12.487000465393066,20.422962188720703,26.877330780029297,30.715713500976562
2013-04-30,13.536388397216797,12.690500259399414,20.560354232788086,27.664323806762695,30.867143630981445
2013-05-01,13.429698944091797,12.411499977111816,20.457122802734375,27.325618743896484,30.415714263916016
2013-05-02,13.62015438079834,12.6274995803833,20.68602180480957,28.859756469726562,30.641429901123047
2013-05-03,13.756503105163574,12.90250015258789,21.087718963623047,28.2022705078125,30.492856979370117
2013-05-06,14.084534645080566,12.78600025177002,21.48243522644043,27.465085983276367,30.09857177734375
2013-05-07,14.021864891052246,12.886500358581543,21.37471580505371,26.78767204284668,29.46428680419922
2013-05-08,14.18022346496582,12.934000015258789,21.783647537231445,27.01679801940918,29.801429748535156
2013-05-09,14.05651569366455,13.008000373840332,21.73003578186035,26.937103271484375,30.915714263916016
2013-05-10,13.939569473266602,13.181500434875488,21.94821548461914,26.578474044799805,31.09857177734375
2013-05-13,13.99404239654541,13.225500106811523,21.880889892578125,26.717939376831055,32.76856994628906
2013-05-14,13.659224510192871,13.416500091552734,22.11951446533203,26.96698760986328,33.424285888671875
2013-05-15,13.197306632995605,13.32800006866455,22.837383270263672,26.498775482177734,34.771427154541016
2013-05-16,13.373644828796387,13.206000328063965,22.537670135498047,26.03056526184082,33.861427307128906
2013-05-17,13.333020210266113,13.494999885559082,22.67007064819336,26.15010643005371,34.14285659790039
2013-05-20,13.63060474395752,13.381500244140625,22.653865814208984,25.66197395324707,34.22142791748047
2013-05-21,13.529976844787598,13.442999839782715,22.614965438842773,25.562353134155273,33.869998931884766
2013-05-22,13.58198356628418,13.14799976348877,22.17736053466797,25.064254760742188,32.65142822265625
2013-05-23,13.606292724609375,13.09000015258789,22.012048721313477,24.964635848999023,32.31142807006836
2013-05-24,13.698921203613281,13.086999893188477,21.775915145874023,24.21748924255371,32.67714309692383
2013-05-28,13.584750175476074,13.364500045776367,21.974145889282227,24.008289337158203,30.59857177734375
2013-05-29,13.692764282226562,13.27649974822998,21.650991439819336,23.231258392333984,30.76285743713379
2013-05-30,13.896798133850098,13.341500282287598,21.71208381652832,24.456575393676758,31.808570861816406
2013-05-31,13.83986759185791,13.460000038146973,21.723552703857422,24.257339477539062,32.32143020629883
2013-06-03,13.870330810546875,13.343999862670898,21.634037017822266,23.759239196777344,31.709999084472656
2013-06-04,13.826935768127441,13.28499984741211,21.421342849731445,23.430498123168945,32.18714141845703
2013-06-05,13.697691917419434,13.358499526977539,21.436304092407227,22.812856674194336,31.9228572845459
2013-06-06,13.49304485321045,13.391500473022461,21.55948257446289,22.882591247558594,31.105714797973633
2013-06-07,13.596138000488281,13.843500137329102,21.935745239257812,23.201374053955078,31.459999084472656
2013-06-10,13.506278038024902,14.053500175476074,22.197311401367188,24.237415313720703,31.56142807006836
2013-06-11,13.46657943725586,13.73900032043457,21.937740325927734,23.93855857849121,30.637142181396484
2013-06-12,13.300097465515137,13.583499908447266,21.742502212524414,23.679546356201172,29.662857055664062
2013-06-13,13.416112899780273,13.78950023651123,21.867673873901367,23.639698028564453,30.770000457763672
2013-06-14,13.234237670898438,13.69950008392334,21.818803787231445,23.540077209472656,30.56999969482422
2013-06-17,13.294248580932617,13.902999877929688,22.09832191467285,23.9285945892334,32.74714279174805
2013-06-18,13.287171363830566,14.088000297546387,22.45663070678711,24.11787223815918,32.689998626708984
2013-06-19,13.017285346984863,13.907999992370605,22.458126068115234,24.21748924255371,33.18714141845703
2013-06-20,12.827716827392578,13.67199993133545,22.0606689453125,23.809049606323242,31.931428909301758
2013-06-21,12.724933624267578,13.668000221252441,21.965667724609375,24.436655044555664,30.985713958740234
2013-06-24,12.387654304504395,13.530500411987305,21.687896728515625,23.84889793395996,30.799999237060547
2013-06-25,12.390422821044922,13.604499816894531,21.5983829498291,24.1577205657959,30.41428565979004
2013-06-26,12.250094413757324,13.878499984741211,21.784143447875977,24.06806182861328,30.299999237060547
2013-06-27,12.11807632446289,13.8774995803833,21.869421005249023,24.566158294677734,30.709999084472656
2013-06-28,12.202702522277832,13.884499549865723,21.951705932617188,24.785320281982422,30.15571403503418
2013-07-01,12.593218803405762,14.104999542236328,22.13896369934082,24.715587615966797,32.040000915527344
2013-07-02,12.878491401672363,14.18649959564209,22.000078201293945,24.317110061645508,31.637142181396484
2013-07-03,12.949580192565918,14.201499938964844,22.102807998657227,24.426692962646484,31.558570861816406
2013-07-05,12.845566749572754,14.293999671936035,22.278846740722656,24.277263641357422,32.157142639160156
2013-07-08,12.772629737854004,14.529500007629395,22.56808853149414,24.615968704223633,33.29999923706055
2013-07-09,12.997279167175293,14.576499938964844,22.571828842163086,25.383039474487305,35.34000015258789
2013-07-10,12.947425842285156,14.616499900817871,22.590530395507812,25.701820373535156,34.83142852783203
2013-07-11,13.14930248260498,14.982999801635742,22.94584846496582,25.711782455444336,34.88142776489258
2013-07-12,13.125299453735352,15.3774995803833,23.014667510986328,25.811403274536133,36.75143051147461
2013-07-15,13.15391731262207,15.328499794006348,23.056808471679688,26.179996490478516,36.854286193847656
2013-07-16,13.238852500915527,15.343500137329102,22.930139541625977,26.2198429107666,37.211429595947266
2013-07-17,13.242242813110352,15.434499740600586,22.903709411621094,26.548587799072266,38.27428436279297
2013-07-18,13.286860466003418,15.205499649047852,22.707473754882812,26.08037567138672,38.058570861816406
2013-07-19,13.077293395996094,15.261500358581543,22.356393814086914,25.78151512145996,37.797142028808594
2013-07-22,13.119144439697266,15.173999786376953,22.707971572875977,25.950868606567383,37.422855377197266
2013-07-23,12.893878936767578,15.053000450134277,22.535924911499023,26.03056526184082,35.75143051147461
2013-07-24,13.556130409240723,14.946999549865723,22.51348114013672,26.40911865234375,34.47142791748047
2013-07-25,13.494274139404297,15.170000076293945,22.13447380065918,34.229248046875,35.24856948852539
2013-07-26,13.570900917053223,15.600500106811523,22.07588005065918,33.880577087402344,35.18714141845703
2013-07-29,13.78016185760498,15.305000305175781,21.999080657958984,35.2951774597168,34.994285583496094
2013-07-30,13.950346946716309,15.120499610900879,22.214765548706055,37.4868049621582,34.82285690307617
2013-07-31,13.926032066345215,15.060999870300293,22.13572120666504,36.65995788574219,34.92571258544922
2013-08-01,14.05374526977539,15.278499603271484,22.54639434814453,37.34733581542969,35.58856964111328
2013-08-02,14.234076499938965,15.21049976348877,22.604991912841797,37.90520095825195,35.16857147216797
2013-08-05,14.446722030639648,15.049500465393066,22.565845489501953,39.040863037109375,36.262855529785156
2013-08-06,14.317473411560059,15.037500381469727,22.35564613342285,38.40330123901367,36.55714416503906
2013-08-07,14.30916690826416,14.845499992370605,22.20803451538086,38.72208023071289,35.6014289855957
2013-08-08,14.280671119689941,14.786999702453613,22.25815200805664,38.393341064453125,35.771427154541016
2013-08-09,14.077459335327148,14.86299991607666,22.202049255371094,38.35348892211914,36.10714340209961
2013-08-12,14.477373123168945,14.834500312805176,22.07986831665039,38.07455825805664,36.657142639160156
2013-08-13,15.165363311767578,14.69849967956543,21.97364616394043,36.87912368774414,37.02714157104492
2013-08-14,15.441988945007324,14.567000389099121,21.68839454650879,36.51053237915039,37.40142822265625
2013-08-15,15.423709869384766,14.32349967956543,21.4353084564209,36.42087936401367,36.2014274597168
2013-08-16,15.560627937316895,14.241000175476074,21.366737365722656,36.938899993896484,36.98143005371094
2013-08-19,15.728215217590332,14.278499603271484,21.584665298461914,37.66612243652344,37.111427307128906
2013-08-20,15.521602630615234,14.354499816894531,21.57893180847168,38.263832092285156,39.04142761230469
2013-08-21,15.561561584472656,14.228500366210938,21.67642593383789,38.174171447753906,38.62428665161133
2013-08-22,15.580145835876465,14.486499786376953,21.785640716552734,38.40330123901367,38.53571319580078
2013-08-23,15.52005672454834,14.500499725341797,21.698368072509766,40.395687103271484,39.76571273803711
2013-08-26,15.580453872680664,14.310500144958496,21.603116989135742,41.18268966674805,40.388572692871094
2013-08-27,15.135004043579102,14.046500205993652,21.198179244995117,39.48915481567383,39.43428421020508
2013-08-28,15.20656967163086,14.079000473022461,21.15828514099121,40.395687103271484,40.47999954223633
2013-08-29,15.231351852416992,14.199000358581543,21.329835891723633,41.1229133605957,41.121429443359375
2013-08-30,15.092575073242188,14.048999786376953,21.117141723632812,41.13287353515625,40.558570861816406
2013-09-03,15.134700775146484,14.4399995803833,21.45326042175293,41.71066665649414,41.28571319580078
2013-09-04,15.447879791259766,14.682000160217285,21.733776092529297,41.62101364135742,41.77571487426758
2013-09-05,15.341930389404297,14.704999923706055,21.931509017944336,42.49766159057617,42.1585693359375
2013-09-06,15.433314323425293,14.793000221252441,21.9320068359375,43.78274917602539,41.6485710144043
2013-09-09,15.679581642150879,14.98550033569336,22.14320182800293,43.87240982055664,42.021427154541016
2013-09-10,15.322415351867676,15.017999649047852,22.158660888671875,43.43408203125,44.72285842895508
2013-09-11,14.488214492797852,14.982000350952148,22.346172332763672,44.86860275268555,44.0428581237793
2013-09-12,14.642474174499512,14.942999839782715,22.268125534057617,44.5797119140625,43.058570861816406
2013-09-13,14.401168823242188,14.895999908447266,22.168636322021484,44.14138412475586,43.66428756713867
2013-09-16,13.943326950073242,14.803000450134277,22.135969161987305,42.34823226928711,43.165714263916016
2013-09-17,14.10440444946289,15.208499908447266,22.094829559326172,44.89849090576172,42.7928581237793
2013-09-18,14.3943510055542,15.601499557495117,22.523954391479492,45.05788040161133,43.8457145690918
2013-09-19,14.630396842956543,15.602999687194824,22.401025772094727,45.80502700805664,43.64285659790039
2013-09-20,14.47891902923584,15.817000389099121,22.51871681213379,47.30928421020508,44.832855224609375
2013-09-23,15.198506355285645,15.57450008392334,22.10455322265625,47.01042556762695,43.1485710144043
2013-09-24,15.150808334350586,15.706500053405762,22.1130313873291,48.265625,43.78428649902344
2013-09-25,14.916313171386719,15.632499694824219,21.873411178588867,49.271785736083984,43.87714385986328
2013-09-26,15.061598777770996,15.906000137329102,21.8968505859375,50.198246002197266,44.78714370727539
2013-09-27,14.954103469848633,15.80049991607666,21.85246467590332,51.045013427734375,44.628570556640625
2013-09-30,14.76823902130127,15.631999969482422,21.840497970581055,50.03885269165039,44.172855377197266
2013-10-01,15.115493774414062,16.047500610351562,22.117019653320312,50.22813034057617,46.37428665161133
2013-10-02,15.165060043334961,16.02549934387207,22.141706466674805,50.08865737915039,47.24714279174805
2013-10-03,14.974552154541016,15.73799991607666,21.84498405456543,48.99284744262695,45.959999084472656
2013-10-04,14.962777137756348,15.95199966430664,21.75172996520996,50.84577560424805,46.75143051147461
2013-10-07,15.10898494720459,15.501500129699707,21.586912155151367,50.32775115966797,45.4514274597168
2013-10-08,14.89803695678711,15.161499977111816,21.28594970703125,46.96061325073242,43.18857192993164
2013-10-09,15.073054313659668,14.911499977111816,21.34055519104004,46.59202194213867,41.20428466796875
2013-10-10,15.167533874511719,15.258500099182129,21.649248123168945,48.86334228515625,43.42714309692383
2013-10-11,15.265728950500488,15.544500350952148,21.742752075195312,48.923118591308594,42.978572845458984
2013-10-14,15.365788459777832,15.53499984741211,21.84548568725586,49.321598052978516,46.33714294433594
2013-10-15,15.447566986083984,15.319999694824219,21.992597579956055,49.3116340637207,45.95571517944336
2013-10-16,15.522839546203613,15.524499893188477,22.39204978942871,50.94539260864258,46.12571334838867
2013-10-17,15.62784481048584,15.53849983215332,22.16165542602539,52.011322021484375,47.157142639160156
2013-10-18,15.763843536376953,16.446500778198242,25.219139099121094,54.013675689697266,47.64285659790039
2013-10-21,16.15012550354004,16.32200050354004,25.016921997070312,53.645076751708984,50.71285629272461
2013-10-22,16.103967666625977,16.62700080871582,25.109176635742188,52.47952651977539,46.07428741455078
2013-10-23,16.26163673400879,16.33799934387207,25.71783447265625,51.7025032043457,47.17714309692383
2013-10-24,16.476930618286133,16.61050033569336,25.571714401245117,52.25040817260742,47.317142486572266
2013-10-25,16.29261589050293,18.16950035095215,25.313642501831055,51.7523078918457,46.861427307128906
2013-10-28,16.414045333862305,17.908000946044922,25.308656692504883,50.03885269165039,44.85714340209961
2013-10-29,16.005146026611328,18.135000228881836,25.838266372680664,49.212013244628906,46.75714111328125
2013-10-30,16.259780883789062,18.054000854492188,25.693147659301758,48.82349395751953,45.448570251464844
2013-10-31,16.191631317138672,18.201499938964844,25.69713592529297,50.0189323425293,46.06856918334961
2013-11-01,16.108928680419922,17.950000762939453,25.60886573791504,49.5606803894043,47.038570404052734
2013-11-04,16.317087173461914,17.937000274658203,25.585678100585938,48.036502838134766,48.228572845458984
2013-11-05,16.276819229125977,17.944499969482422,25.471227645874023,49.919315338134766,48.78571319580078
2013-11-06,16.2307071685791,17.80900001525879,25.50189781188965,48.93307876586914,47.9471435546875
2013-11-07,15.968046188354492,17.17799949645996,25.13286590576172,47.3790168762207,46.69428634643555
2013-11-08,16.219486236572266,17.515499114990234,25.33433723449707,47.349124908447266,47.842857360839844
2013-11-11,16.172441482543945,17.7189998626709,25.198692321777344,46.024192810058594,48.272857666015625
2013-11-12,16.20235252380371,17.476499557495117,25.228364944458008,46.4326286315918,47.67571258544922
2013-11-13,16.22166633605957,17.81100082397461,25.7442626953125,48.524635314941406,47.89714431762695
2013-11-14,16.4562931060791,18.3700008392334,25.813081741333008,48.80357360839844,48.93857192993164
2013-11-15,16.357521057128906,18.458499908447266,25.771440505981445,48.82349395751953,49.96571350097656
2013-11-18,16.159351348876953,18.30900001525879,25.721324920654297,45.65559768676758,48.82428741455078
2013-11-19,16.18801498413086,18.246999740600586,25.56298828125,46.18358612060547,48.18428421020508
2013-11-20,16.046249389648438,18.12849998474121,25.49092674255371,46.25331115722656,48.50285720825195
2013-11-21,16.23756217956543,18.445999145507812,25.78415870666504,46.52228546142578,49.78571319580078
2013-11-22,16.195810317993164,18.61549949645996,25.729801177978516,46.054073333740234,49.69285583496094
2013-11-25,16.318567276000977,18.832000732421875,26.079879760742188,44.64944076538086,50.03428649902344
2013-11-26,16.61955451965332,19.068500518798828,26.391067504882812,45.715370178222656,50.74285888671875
2013-11-27,17.01090431213379,19.335500717163086,26.50826072692871,46.31309127807617,51.78428649902344
2013-11-29,17.325902938842773,19.680999755859375,26.420490264892578,46.83110427856445,52.25714111328125
2013-12-02,17.175092697143555,19.614999771118164,26.293073654174805,46.88092041015625,51.98857116699219
2013-12-03,17.645267486572266,19.232999801635742,26.262653350830078,46.55216979980469,51.84857177734375
2013-12-04,17.60413932800293,19.29800033569336,26.385334014892578,48.43497848510742,50.895713806152344
2013-12-05,17.694499969482422,19.22450065612793,26.36438751220703,48.15605163574219,51.15142822265625
2013-12-06,17.448970794677734,19.34749984741211,26.67681884765625,47.757568359375,50.63428497314453
2013-12-09,17.648693084716797,19.24449920654297,26.883028030395508,48.654144287109375,50.810001373291016
2013-12-10,17.621278762817383,19.388999938964844,27.045602798461914,50.058780670166016,51.871429443359375
2013-12-11,17.4907283782959,19.109500885009766,26.861833572387695,49.19208908081055,51.99714279174805
2013-12-12,17.46516990661621,19.0625,26.679061889648438,51.63276672363281,53.332855224609375
2013-12-13,17.27480697631836,19.211999893188477,26.450410842895508,53.117095947265625,52.709999084472656
2013-12-16,17.37046241760254,19.44849967956543,26.754364013671875,53.60523223876953,52.33000183105469
2013-12-17,17.292245864868164,19.38249969482422,26.67656898498535,54.65123748779297,53.5528564453125
2013-12-18,17.1607608795166,19.79800033569336,27.0478458404541,55.35853576660156,53.74856948852539
2013-12-19,16.964162826538086,19.75950050354004,27.084501266479492,54.84051513671875,53.81999969482422
2013-12-20,17.10624122619629,20.110000610351562,27.443559646606445,54.91024398803711,53.667144775390625
2013-12-23,17.76272964477539,20.145999908447266,27.804611206054688,57.55016326904297,54.36857223510742
2013-12-24,17.68733024597168,19.959999084472656,27.723325729370117,57.73943328857422,54.05571365356445
2013-12-26,17.569868087768555,20.219499588012695,27.86345672607422,57.510311126708984,53.84714126586914
2013-12-27,17.451162338256836,19.90399932861328,27.88689422607422,55.229026794433594,52.5
2013-12-30,17.277605056762695,19.668500900268555,27.663978576660156,53.505611419677734,52.42714309692383
2013-12-31,17.48012924194336,19.93950080871582,27.944496154785156,54.442039489746094,52.5957145690918
2014-01-02,17.234298706054688,19.898500442504883,27.75524139404297,54.501808166503906,51.83142852783203
2014-01-03,16.85572624206543,19.82200050354004,27.552770614624023,54.35238265991211,51.871429443359375
2014-01-06,16.94764518737793,19.681499481201172,27.859968185424805,56.982330322265625,51.36714172363281
2014-01-07,16.826438903808594,19.901500701904297,28.397058486938477,57.699588775634766,48.5
2014-01-08,16.93299674987793,20.09600067138672,28.456151962280273,58.0084114074707,48.71285629272461
2014-01-09,16.716766357421875,20.050500869750977,28.18212127685547,57.002254486083984,48.150001525878906
2014-01-10,16.605222702026367,19.882999420166016,28.180625915527344,57.719512939453125,47.448570251464844
2014-01-13,16.69215202331543,19.548999786376953,28.001096725463867,55.69723892211914,48.11571502685547
2014-01-14,17.0242919921875,19.87700080871582,28.659868240356445,57.5202751159668,48.279998779296875
2014-01-15,17.3660945892334,19.793500900268555,28.64042091369629,57.38080596923828,47.1971435546875
2014-01-16,17.269193649291992,19.790000915527344,28.829925537109375,56.97237014770508,47.38285827636719
2014-01-17,16.846067428588867,19.980499267578125,28.688045501708984,56.08575439453125,47.1485710144043
2014-01-21,17.10780143737793,20.352500915527344,29.016435623168945,58.2873420715332,46.95857238769531
2014-01-22,17.183820724487305,20.226999282836914,29.049348831176758,57.29115295410156,47.67571258544922
2014-01-23,17.329330444335938,19.993499755859375,28.926671981811523,56.41449737548828,55.531429290771484
2014-01-24,17.014326095581055,19.3799991607666,28.02229118347168,54.2427978515625,55.1542854309082
2014-01-27,17.152345657348633,19.31399917602539,27.458768844604492,53.34621810913086,54.461429595947266
2014-01-28,15.781410217285156,19.721500396728516,28.00184440612793,54.930171966552734,58.11000061035156
2014-01-29,15.602252006530762,19.209999084472656,27.600645065307617,53.3262939453125,57.202857971191406
2014-01-30,15.572029113769531,20.15049934387207,28.310535430908203,60.84756851196289,57.810001373291016
2014-01-31,15.597574234008789,17.934499740600586,29.44705581665039,62.3318977355957,58.47571563720703
2014-02-03,15.626550674438477,17.3075008392334,28.26166343688965,61.24604415893555,57.76856994628906
2014-02-04,15.85275936126709,17.397499084472656,28.37960433959961,62.51121139526367,57.987144470214844
2014-02-05,15.971163749694824,17.322500228881836,28.505273818969727,61.95334243774414,57.77428436279297
2014-02-06,16.064250946044922,17.72949981689453,28.923179626464844,61.92345428466797,58.272857666015625
2014-02-07,16.28899383544922,18.054000854492188,29.35903549194336,64.07523345947266,61.42571258544922
2014-02-10,16.580806732177734,18.043500900268555,29.24658203125,63.30816650390625,61.49142837524414
2014-02-11,16.799280166625977,18.089500427246094,29.67670440673828,64.60322570800781,61.99856948852539
2014-02-12,16.798025131225586,17.462499618530273,29.58968162536621,64.20474243164062,61.27571487426758
2014-02-13,17.064762115478516,17.860000610351562,29.919069290161133,67.07378387451172,62.36428451538086
2014-02-14,17.050973892211914,17.86750030517578,29.991378784179688,66.83468627929688,62.21571350097656
2014-02-18,17.11366081237793,17.6825008392334,30.19285011291504,67.04389190673828,62.407142639160156
2014-02-19,16.843469619750977,17.368999481201172,29.979909896850586,67.8010025024414,61.17571258544922
2014-02-20,16.648509979248047,17.489999771118164,30.0240421295166,69.36502838134766,62.13571548461914
2014-02-21,16.463581085205078,17.33799934387207,30.016063690185547,68.32898712158203,61.74714279174805
2014-02-24,16.53567123413086,17.589000701904297,30.23349380493164,70.51065063476562,63.85714340209961
2014-02-25,16.363595962524414,17.916000366210938,30.42025375366211,69.58419036865234,64.71857452392578
2014-02-26,16.215959548950195,17.989999771118164,30.42449378967285,68.99644470214844,64.11285400390625
2014-02-27,16.539432525634766,18.006500244140625,30.400556564331055,68.67765045166016,64.60428619384766
2014-02-28,16.49460792541504,18.104999542236328,30.311790466308594,68.1994857788086,63.66143035888672
2014-03-03,16.54225730895996,17.98900032043457,29.988637924194336,67.15348052978516,63.65571212768555
2014-03-04,16.65133285522461,18.19499969482422,30.293336868286133,68.5381851196289,64.99714660644531
2014-03-05,16.686433792114258,18.618499755859375,30.37686538696289,71.29764556884766,64.78571319580078
2014-03-06,16.635982513427734,18.607999801635742,30.41053009033203,70.57041931152344,64.35857391357422
2014-03-07,16.626258850097656,18.60300064086914,30.290346145629883,69.53438568115234,64.0528564453125
